ID,Post URL,Post Caption,Likes,Comments,Shares,Saves,Views,Impressions,Reach,Post Image URL
3376623,https://www.tiktok.com/@ciasootd/video/7574387836292451592,"pretty girls dont gatekeep😳
ada yang samaan kyk aku juga ga pakai @Vaseline Indonesia ? #VaselinelD
#GlutaHyaSmoothingPerfector
#BeautyClinicGradeSerum",260,1,0,16,3700,,,
